id,portal,tanggal_terbit,url,judul,clean_text,label,confidence
32bf8e06ed98,Detik,2026-06-05,https://www.detik.com/edu/sekolah/d-8518907/kepala-bgn-mbg-sekolah-mahal-bisa-dialihkan-ke-3t,Kepala BGN: MBG Sekolah Mahal Bisa Dialihkan ke 3T,"Kepala BGN: MBG Sekolah Mahal Bisa Dialihkan ke 3T. Kepala Badan Gizi Nasional (BGN), Nanik S Deyang sebut pihaknya kini tidak mengejar kuantitas dalam pelaksanaan program Makan Bergizi Gratis (MBG). Alokasi untuk sekolah yang tidak membutuhkan MBG akan dialihkan ke sekolah di daerah tertinggal, terdepan, dan terluar (3T).",netral,0.6248
4ea3221ce4e8,Antara,2026-06-06,https://www.antaranews.com/berita/5596836/purbaya-tekankan-program-prioritas-tak-beri-tekanan-ke-fiskal,Purbaya tekankan program prioritas tak beri tekanan ke fiskal,"Purbaya tekankan program prioritas tak beri tekanan ke fiskal. Jadi enggak usah takut tentang kondisi fiskal kita Jakarta (ANTARA) - Menteri Keuangan (Menkeu) Purbaya Yudhi Sadewa memastikan program prioritas pemerintah seperti Makan Bergizi Gratis (MBG) dan Koperasi Desa/Kelurahan Merah Putih (KDKMP) tidak memberikan tekanan terhadap kondisi fiskal nasional. Purbaya di Jakarta, Sabtu menegaskan bahwa program tersebut dirancang secara fleksibel sehingga dapat disesuaikan dengan kondisi ekonomi dan kebutuhan anggaran.",netral,0.6249
51151fe24f44,Antara,2026-06-01,https://www.antaranews.com/berita/5589225/presiden-pancasila-pedoman-untuk-mengatur-sistem-ekonomi-nasional,Presiden: Pancasila pedoman untuk mengatur sistem ekonomi nasional,"Presiden: Pancasila pedoman untuk mengatur sistem ekonomi nasional. Pancasila adalah pedoman untuk mengatur kehidupan berbangsa, kehidupan bermasyarakat, kehidupan bernegara termasuk bagaimana kita membangun sistem ekonomi nasional kita Jakarta (ANTARA) - Presiden Republik Indonesia Prabowo Subianto menyebut Pancasila merupakan pedoman fundamental untuk mengatur seluruh lini kehidupan berbangsa dan bernegara, termasuk dalam membangun cetak biru sistem ekonomi nasional. ""Pancasila adalah pedoman untuk mengatur kehidupan berbangsa, kehidupan bermasyarakat, kehidupan bernegara termasuk bagaimana kita membangun sistem ekonomi nasional kita,"" kata Presiden Prabowo saat bertindak sebagai Inspektur Upacara Peringatan Hari Lahir Pancasila di Gedung Pancasila kompleks Kementerian Luar Negeri Jakarta, Senin.",netral,0.6256
80fa632bb818,Liputan6,2026-06-03,https://berita.liputan6.com/peristiwa/read/7611851/bgn-digeledah-dpr-singgung-kerawanan-korupsi-di-proyek-mbg,"BGN Digeledah, DPR Singgung Kerawanan Korupsi di Proyek MBG","BGN Digeledah, DPR Singgung Kerawanan Korupsi di Proyek MBG. Liputan6.com, Jakarta - Kejaksaan Agung (Kejagung) tengah menggeledah kantor Badan Gizi Nasional (BGN), Jalan Kebon Sirih, Menteng, Jakarta Pusat (Jakpus), Rabu (3/6/2026). Terkait hal itu, Wakil Ketua Komisi III DPR Ahmad Sahroni mendukung penuh langkah Kejagung tersebut, dan menindak tegas apabila terjadi korupsi di proyek Makan Bergizi Gratis (MBG).",netral,0.6263
6c94cf361084,Republika,2026-05-19,https://rejabar.republika.co.id/berita/tf9x9a487/penipuan-berkedok-sppg-mbg-di-jabar-diungkap-13-korban-alami-kerugian-rp-19-miliar,"Penipuan Berkedok SPPG MBG di Jabar Diungkap, 13 Korban Alami Kerugian Rp 1,9 Miliar |Republika Online","Penipuan Berkedok SPPG MBG di Jabar Diungkap, 13 Korban Alami Kerugian Rp 1,9 Miliar |Republika Online. REPUBLIKA.CO.ID, BANDUNG - Aksi penipuan berkedok janji dapat membuka dapur satuan pelayanan pemenuhan gizi (SPPG) makan bergizi gratis (MBG) terungkap di Jawa Barat. Total 13 korban dari wilayah Banjar dan Kota Bandung mengalami kerugian mencapai hampir Rp 2 miliar.",netral,0.6278
2e951988ca67,Antara,2026-06-02,https://www.antaranews.com/berita/5590625/sppg-kerja-sama-pemkot-mataram-pemerintah-pusat-segera-beroperasi,SPPG kerja sama Pemkot Mataram-pemerintah pusat segera beroperasi,"SPPG kerja sama Pemkot Mataram-pemerintah pusat segera beroperasi. Mataram (ANTARA) - Satuan pelayanan pemenuhan gizi (SPPG) atau dapur Makan Bergizi Gratis (MBG) yang dibangun atas kerja sama Pemerintah Kota Mataram, Nusa Tenggara Barat (NTB) dengan pemerintah pusat segera beroperasi. ""Saat ini kami tinggal menunggu mekanisme penyerahan dari pemerintah pusat,"" kata Sekretaris Daerah (Sekda) Kota Mataram Lalu Alwan Basri di Mataram, Selasa.",netral,0.6286
c9462bba6953,Tribunnews,2026-06-07,https://www.tribunnews.com/nasional/7839094/dadan-cs-tersangka-korupsi-mbg-pdip-sejak-awal-kami-lihat-ada-yang-tak-beres,"Dadan Cs Tersangka Korupsi MBG, PDIP: Sejak Awal Kami Lihat Ada yang Tak Beres - Tribunnews.com","Dadan Cs Tersangka Korupsi MBG, PDIP: Sejak Awal Kami Lihat Ada yang Tak Beres - Tribunnews.com. Kasus Korupsi di BGN Dadan Cs Tersangka Korupsi MBG, PDIP: Sejak Awal Kami Lihat Ada yang Tak Beres Hasto Kristiyanto menyatakan PDIP sejak awal melihat adanya persoalan dalam tata kelola Program Makan Bergizi Gratis (MBG). Ringkasan Berita: - Hasto Kristiyanto menyatakan PDIP sejak awal melihat adanya persoalan dalam tata kelola Program Makan Bergizi Gratis (MBG) dan menilai suara kritis masyarakat terkait potensi penyimpangan seharusnya menjadi perhatian sejak dini.",netral,0.6301
a0630870ef82,Detik,2026-06-07,https://www.detik.com/kalimantan/berita/d-8522222/heboh-sppg-simpang-hilir-bekas-sarang-walet-ini-kata-pengelola,"Heboh SPPG Simpang Hilir Bekas Sarang Walet, Ini Kata Pengelola","Heboh SPPG Simpang Hilir Bekas Sarang Walet, Ini Kata Pengelola. Satuan Pelayanan Pemenuhan Gizi (SPPG) Simpang Hilir-Telok Melano, Kabupaten Kayong Utara diterpa isu makanan mengandung zat berbahaya hingga kabar dapur berada di bekas bangunan sarang walet. Pengelola SPPG membantah dengan menunjukkan hasil uji laboratorium.",negatif,0.6305
8064c542ed56,Antara,2026-05-28,https://www.antaranews.com/berita/5585749/nbi-nilai-mbg-program-paling-mulia-dan-akan-jadi-raksasa,"NBI nilai MBG program paling mulia dan akan jadi ""raksasa""","NBI nilai MBG program paling mulia dan akan jadi ""raksasa"". MBG pasti dicintai rakyat jika tidak dijadikan proyek 'bancakan' Jakarta (ANTARA) - Netra Bakti Indonesia (NBI) menilai Makan Bergizi Gratis (MBG) merupakan salah program paling mulia dari Presiden Prabowo - Wapres Gibran dan akan menjadi program ""raksasa"" yang berhasil jika terdapat beberapa hal bisa dibenahi secara radikal. Ketua Umum Netra Bakti Indonesia Khalilur Abdullah Sahlawiy mengaku mendukung MBG karena program sesuai dengan ajaran agama, amanat konstitusi, dan kebutuhan nyata rakyat.",positif,0.6319
fd057c085f44,Tempo,2026-06-03,https://www.tempo.co/hukum/yayasan-mbg-yang-dikendalikan-eks-pimpinan-bgn-raup-insentif-miliaran-2217824,Yayasan MBG yang Dikendalikan Eks Pimpinan BGN Raup Insentif Miliaran,"Yayasan MBG yang Dikendalikan Eks Pimpinan BGN Raup Insentif Miliaran. DIREKTUR Penyidikan Jaksa Agung Muda Tindak Pidana Khusus Kejaksaan Agung Syarief Sulaiman Nahdi mengungkap dugaan keterlibatan mantan Kepala Badan Gizi Nasional (BGN) Dadan Hindayana serta dua mantan wakilnya, Inspektur Jenderal Polisi (Purnawirawan) Sony Sonjaya dan Letnan Jenderal TNI (Purnawirawan) Lodewyk Pusung, dalam pengendalian sejumlah yayasan pengelola Satuan Pelayanan Pemenuhan Gizi (SPPG) program Makan Bergizi Gratis (MBG). “Yayasan-yayasan itu bisa dibilang milik melalui orang lain.",netral,0.6349
3f6beb50fde4,Detik,2026-06-04,https://finance.detik.com/berita-ekonomi-bisnis/d-8517418/ultimatum-prabowo-mbg-tak-boleh-jadi-sarana-memperkaya-oknum,Ultimatum Prabowo: MBG Tak Boleh Jadi Sarana Memperkaya Oknum!,"Ultimatum Prabowo: MBG Tak Boleh Jadi Sarana Memperkaya Oknum!. Presiden Prabowo Subianto menegaskan progam Makan Bergizi Gratis (MBG) ditujukan untuk membantu masyarakat yang kurang mampu dalam memenuhi kebutuhan gizinya.Baginya memberi makan bagi orang kurang mampu adalah hal yang sakral. Karena itu, dia mengingatkan kepada para pihak yang terlibat dalam program MBG untuk tidak memperkaya diri.",netral,0.6365
5e94b9da3fc8,Kompas,2026-06-06,https://yogyakarta.kompas.com/read/2026/06/06/205636978/sebut-penangkapan-eks-kepala-bgn-tepat-mahfud-md-dadan-tidak-punya,"Sebut Penangkapan Eks Kepala BGN Tepat, Mahfud MD: Dadan Tidak Punya Pengalaman Birokrasi","Sebut Penangkapan Eks Kepala BGN Tepat, Mahfud MD: Dadan Tidak Punya Pengalaman Birokrasi. Baca berita tanpa iklan. Gabung Kompas.com+ Kompas.com, 6 Juni 2026, 20:56 WIB YOGYAKARTA, KOMPAS.com - Mantan Menteri Koordinator Bidang Politik, Hukum, dan Keamanan (Menkopolhukam) RI, Mahfud MD, menyebut langkah Kejaksaan Agung (Kejagung) melakukan penangkapan terhadap mantan Kepala Badan Gizi Nasional (BGN), Dadan Hindayana, sudah sangat tepat.",netral,0.6373
92a3c0e16cd2,Detik,2026-06-05,https://www.detik.com/jabar/berita/d-8519391/3-bulan-ngontrak-di-sentul-city-eks-bos-bgn-bikin-tetangga-kerap-mengeluh,"3 Bulan Ngontrak di Sentul City, Eks Bos BGN Bikin Tetangga Kerap Mengeluh","3 Bulan Ngontrak di Sentul City, Eks Bos BGN Bikin Tetangga Kerap Mengeluh. Rumah mewah dua lantai tanpa pagar di Jalan Alpen Rossa No. 19, Cluster Hilltop, Sentul City, Kabupaten Bogor, itu semula tak banyak menarik perhatian warga.",netral,0.638
722d50f6e72c,Detik,2026-06-02,https://health.detik.com/berita-detikhealth/d-8513966/bgn-tangguhkan-operasional-2-213-sppg-ini-alasannya,"BGN Tangguhkan Operasional 2.213 SPPG, Ini Alasannya","BGN Tangguhkan Operasional 2.213 SPPG, Ini Alasannya. Badan Gizi Nasional (BGN) melaporkan bahwa mereka masih men-suspend atau menangguhkan sekitar 2.213 Satuan Pelayanan Pemenuhan Gizi (SPPG). BGN mendorong para SPPG untuk memperbaiki kualitas program Makan Bergizi Gratis (MBG) mereka.",netral,0.6389
5b958406d215,Tempo,2026-06-05,https://www.tempo.co/arsip/bukti-proyek-mbg-minim-dampak-pada-peternak-2253019,Bukti Proyek MBG Minim Dampak pada Peternak | tempo.co,"Bukti Proyek MBG Minim Dampak pada Peternak | tempo.co. Peternak di berbagai daerah mengeluh telur tak diserap proyek MBG sehingga harganya jatuh di bawah harga acuan pemerintah, sementara biaya operasi peternak melambung. Perputaran uang tak sentuh akar rumput.",netral,0.6398
87649f9ee6d8,Detik,2026-04-07,https://oto.detik.com/motor/d-8432977/pengadaan-puluhan-ribu-motor-listrik-untuk-mbg-emang-dipakai-buat-apa,"Pengadaan Puluhan Ribu Motor Listrik untuk MBG, Emang Dipakai Buat Apa?","Pengadaan Puluhan Ribu Motor Listrik untuk MBG, Emang Dipakai Buat Apa?. Kepala Badan Gizi Nasional (BGN) Dadan Hindayana menjelaskan kabar pengadaan motor sebanyak 70 ribu unit itu tidak benar. Dadan menyebut pengadaan motor tersebut merupakan bagian dari perencanaan anggaran tahun 2025 yang lalu dan ditujukan untuk mendukung operasional Program Makan Bergizi Gratis (MBG), khususnya bagi Kepala Satuan Pelayanan Pemenuhan Gizi (SPPG).",netral,0.6423
edb65291bae1,Liputan6,2026-06-04,https://www.liputan6.com/news/read/7661211/kepala-bgn-tidak-ada-instruksi-hentikan-layanan-mbg,Kepala BGN: Tidak Ada Instruksi Hentikan Layanan MBG,"Kepala BGN: Tidak Ada Instruksi Hentikan Layanan MBG. Liputan6.com, Jakarta - Badan Gizi Nasional (BGN) membantah informasi yang menyebut penyaluran dana Program Makan Bergizi Gratis (MBG) dihentikan. BGN menegaskan program tersebut tetap berjalan dan tidak ada instruksi penghentian operasional dapur MBG di seluruh Indonesia.",netral,0.6424
bcf3a349782e,Antara,2026-06-04,https://www.antaranews.com/berita/5594252/kepala-bgn-perbaikan-tata-kelola-mbg-2026-mulai-dari-efisiensi,Kepala BGN: Perbaikan tata kelola MBG 2026 mulai dari efisiensi,"Kepala BGN: Perbaikan tata kelola MBG 2026 mulai dari efisiensi. Jakarta (ANTARA) - Kepala Badan Gizi Nasional (BGN) Nanik Sudaryati Deyang menyatakan perbaikan tata kelola program Makan Bergizi Gratis (MBG) 2026 dimulai dari mengoptimalkan efisiensi anggaran. ""Kami concern hal pertama adalah untuk efisiensi, sehingga meski kini sudah tinggal Rp268 triliun, kami berharap masih bisa menurunkan lagi, tetapi tidak menurunkan kualitas,"" katanya dalam konferensi pers di Jakarta, Kamis.",netral,0.6428
95a91d45eca1,Antara,2026-06-02,https://www.antaranews.com/berita/5591548/istana-sebut-pergantian-pimpinan-bgn-perkuat-layanan-program-mbg,Istana sebut pergantian pimpinan BGN perkuat layanan program MBG,"Istana sebut pergantian pimpinan BGN perkuat layanan program MBG. Jakarta (ANTARA) - Menteri Sekretaris Negara Prasetyo Hadi menyatakan pergantian pimpinan Badan Gizi Nasional (BGN) tidak akan mengganggu jalannya Makan Bergizi Gratis (MBG) serta diharapkan semakin memperkuat layanan program tersebut. ""Pemerintah sekali lagi menegaskan bahwa pergantian kepemimpinan ini tidak akan mengganggu komitmen kita di dalam menjalankan program MBG yang dilaksanakan oleh BGN,"" kata Prasetyo dalam pernyataan pers di Kompleks Istana Kepresidenan, Jakarta, Selasa.",netral,0.6429
c6618f79fa66,Tempo,2026-06-03,https://www.tempo.co/politik/jppi-sebut-pencopotan-kepala-bgn-tak-selesaikan-masalah-mbg-2217729,JPPI Sebut Pencopotan Kepala BGN Tak Selesaikan Masalah MBG,"JPPI Sebut Pencopotan Kepala BGN Tak Selesaikan Masalah MBG. JARINGAN Pemantau Pendidikan Indonesia (JPPI) menilai pencopotan tiga pimpinan Badan Gizi Nasional (BGN) oleh Presiden Prabowo Subianto tidak akan menyelesaikan persoalan mendasar pelaksanaan program makan bergizi gratis (MBG). JPPI mengatakan langkah tersebut hanya menjawab persoalan individu, masalah tata kelola dan desain program dinilai belum tersentuh.",negatif,0.6431
b8090ed2f65f,Detik,2026-06-06,https://finance.detik.com/berita-ekonomi-bisnis/d-8520336/mbg-kopdes-dianggap-bebani-apbn-purbaya-itu-program-fleksibel,"MBG-Kopdes Dianggap Bebani APBN, Purbaya: Itu Program Fleksibel","MBG-Kopdes Dianggap Bebani APBN, Purbaya: Itu Program Fleksibel. Menteri Keuangan (Menkeu), Purbaya Yudhi Sadewa, menegaskan program prioritas pemerintah seperti Makan Bergizi Gratis (MBG) dan Koperasi Desa Merah Putih (KDMP) tidak memberikan tekanan terhadap Anggaran Pendapatan dan Belanja Negara (APBN). Purbaya menegaskan kedua program tersebut sangat fleksibel.",netral,0.6432
51f98d0f8174,Antara,2026-06-02,https://www.antaranews.com/berita/5590816/menko-pangan-sebut-swasembada-pangan-menyangkut-hak-rakyat-dan-petani,Menko Pangan sebut swasembada pangan menyangkut hak rakyat dan petani,"Menko Pangan sebut swasembada pangan menyangkut hak rakyat dan petani. Kota Jambi (ANTARA) - Menteri Koordinator Bidang Pangan Zulkifli Hasan (Zulhas) menegaskan swasembada pangan menjadi salah satu prioritas utama pemerintah karena berkaitan langsung dengan hak masyarakat untuk memperoleh pangan yang cukup dan hak kesejahteraan bagi petani yang memproduksi pangan. ""Kita ingin memprioritaskan pangan, dan juga swasembada pangan itu menyangkut hak rakyat dan petani,"" katanya saat menghadiri peringatan Hari Jadi Pemerintah Kota Jambi ke-80 dan Hari Jadi Tanah Pilih Pusako Batuah ke-625 di Jambi, Selasa.",netral,0.6433
2460fc21162e,Detik,2026-04-11,https://www.detik.com/sulsel/parepare/d-8439322/harga-ayam-di-pasar-parepare-melonjak-tajam-diduga-dipicu-program-mbg,Harga Ayam di Pasar Parepare Melonjak Tajam Diduga Dipicu Program MBG,"Harga Ayam di Pasar Parepare Melonjak Tajam Diduga Dipicu Program MBG. Harga daging ayam broiler di Pasar Lakessi, Kota Parepare, Sulawesi Selatan (Sulsel), melonjak tajam hingga tembus Rp 85.000 per ekor. Kondisi ini dipicu oleh berkurangnya stok di pasaran sementara permintaan tinggi akibat kebutuhan program Makan Bergizi Gratis (MBG).",netral,0.6448
cf8c273b7a59,Antara,2026-06-04,https://www.antaranews.com/berita/5593659/komisi-ix-dpr-minta-kepala-bgn-baru-fokus-benahi-tata-kelola-mbg,Komisi IX DPR minta Kepala BGN baru fokus benahi tata kelola MBG,"Komisi IX DPR minta Kepala BGN baru fokus benahi tata kelola MBG. Saya berharap Kepala BGN yang baru fokus membenahi tata kelola MBG yang selama ini masih buruk Jakarta (ANTARA) - Wakil Ketua Komisi IX DPR RI Charles Honoris meminta Kepala Badan Gizi Nasional (BGN) Nanik Sudaryati Deyang yang baru saja ditunjuk Presiden Prabowo Subianto pada 2 Juni 2026, fokus membenahi tata kelola Program Makan Bergizi Gratis (MBG). ""Saya berharap Kepala BGN yang baru fokus membenahi tata kelola MBG yang selama ini masih buruk,"" katanya saat dikonfirmasi dari Jakarta, Kamis.",negatif,0.6459
c0462aadcc59,Antara,2026-06-04,https://www.antaranews.com/berita/5594649/mensesneg-presiden-rutin-pantau-pelaksanaan-program-pemerintah,Mensesneg: Presiden rutin pantau pelaksanaan program pemerintah,"Mensesneg: Presiden rutin pantau pelaksanaan program pemerintah. Jakarta (ANTARA) - Menteri Sekretaris Negara (Mensesneg) Prasetyo Hadi memastikan Presiden Prabowo Subianto terus rutin memantau dan melakukan evaluasi program-program yang dijalankan kementerian/lembaga. ""Jadi beliau sebagai Kepala Negara, Kepala Pemerintahan memang rutin seluruh program seluruh kementerian dilakukan monitoring, dilakukan evaluasi,"" kata Mensesneg Prasetyo Hadi kepada wartawan di Kompleks Istana Kepresidenan, Jakarta, Kamis.",netral,0.6474
59a7337128af,Tempo,2026-06-03,https://www.tempo.co/politik/kpai-desak-perbaikan-tata-kelola-mbg-usai-kepala-bgn-dicopot-2217678,KPAI Desak Perbaikan Tata Kelola MBG Usai Kepala BGN Dicopot,KPAI Desak Perbaikan Tata Kelola MBG Usai Kepala BGN Dicopot. KOMISI Perlindungan Anak Indonesia (KPAI) meminta pergantian pimpinan Badan Gizi Nasional (BGN) menjadi momentum untuk membenahi tata kelola program makan bergizi gratis (MBG) secara menyeluruh. KPAI menilai evaluasi program tersebut tidak bisa dilakukan seperti program pemerintah pada umumnya karena dampaknya dirasakan langsung oleh penerima manfaat.,netral,0.6484
a59b6a0bf828,Antara,2026-05-24,https://www.antaranews.com/berita/5580829/terpopuler-persib-juara-hingga-blackout-sumatera-karena-cuaca-buruk,"Terpopuler, Persib juara hingga ""blackout"" Sumatera karena cuaca buruk","Terpopuler, Persib juara hingga ""blackout"" Sumatera karena cuaca buruk. Jakarta (ANTARA) - Sejumlah berita unggulan akhir pekan untuk disimak, Klasemen Super League: Persib juara, Borneo runner-up hingga PLN sebut ""blackout"" Sumatera disebabkan oleh cuaca buruk. Berikut berita-berita tersebut: 1.",netral,0.6484
8da83bd0b4bc,Antara,2026-06-05,https://www.antaranews.com/berita/5595585/delapan-sppg-di-kudus-kembali-beroperasi-setelah-penuhi-standar-ipal,Delapan SPPG di Kudus kembali beroperasi setelah penuhi standar IPAL,"Delapan SPPG di Kudus kembali beroperasi setelah penuhi standar IPAL. Awalnya ada 15 SPPG yang mengalami pemberhentian operasional sementara karena permasalahan IPAL, namun dua SPPG kembali beroperasi setelah memenuhi persyaratan IPAL Kudus (ANTARA) - Badan Gizi Nasional (BGN) kembali mencabut status pemberhentian operasional sementara delapan Satuan Pelayanan Pemenuhan Gizi (SPPG) di Kabupaten Kudus, Jawa Tengah, untuk Kembali beroperasi setelah memenuhi persyaratan standar Instalasi Pengolahan Air Limbah (IPAL). ""Awalnya ada 15 SPPG yang mengalami pemberhentian operasional sementara karena permasalahan IPAL, namun dua SPPG kembali beroperasi setelah memenuhi persyaratan IPAL.",netral,0.6507
492c57465d69,Tempo,2026-04-28,https://www.tempo.co/politik/icw-temukan-dugaan-markup-hingga-monopoli-dalam-program-mbg-2132345,ICW Temukan Dugaan Markup hingga Monopoli dalam Program MBG,"ICW Temukan Dugaan Markup hingga Monopoli dalam Program MBG. INDONESIA Corruption Watch menemukan sejumlah indikasi penyimpangan dalam pelaksanaan program makan bergizi gratis (MBG). Dugaan penyimpangan terlihat mulai dari markup anggaran, ketidakteraturan pengadaan, hingga keterlibatan pihak berpengaruh dalam rantai pasok.",netral,0.6508
fb16617b02ee,Tempo,2026-06-04,https://www.tempo.co/politik/prabowo-larang-telur-dadar-jadi-menu-mbg-2217960,Prabowo Larang Telur Dadar Jadi Menu MBG,"Prabowo Larang Telur Dadar Jadi Menu MBG. PRESIDEN Prabowo Subianto meminta dapur-dapur makan bergizi gratis (MBG) tidak menyajikan telur dadar dalam hidangan mereka. Menurut Prabowo, telur dadar bisa jadi kurang bergizi karena mengandung lebih banyak tepung daripada telur.",negatif,0.6514
f13d43c9f856,Antara,2026-06-01,https://www.antaranews.com/berita/5589631/prabowo-tegaskan-pancasila-jadi-pegangan-ri-hadapi-konflik-dunia,Prabowo tegaskan Pancasila jadi pegangan RI hadapi konflik dunia,"Prabowo tegaskan Pancasila jadi pegangan RI hadapi konflik dunia. Pancasila bukan sekadar dokumen sejarah Jakarta (ANTARA) - Presiden Republik Indonesia Prabowo Subianto menegaskan Pancasila menjadi pegangan kokoh Indonesia dalam menghadapi konflik global yang terjadi pada beberapa negara dan berimbas secara tidak langsung pada ekonomi nasional. “Di tengah dunia yang semakin terpecah oleh pertikaian, rivalitas geopolitik, perang dagang, dan ketidakpastian ekonomi, Indonesia memiliki pegangan yang kokoh.",positif,0.6516
5e6502790c72,Liputan6,2026-06-06,https://www.liputan6.com/bisnis/read/7726382/bukan-mbg-dan-kopdes-purbaya-ungkap-masalah-ekonomi-ri-sebenarnya,"Bukan MBG dan Kopdes, Purbaya Ungkap Masalah Ekonomi RI Sebenarnya","Bukan MBG dan Kopdes, Purbaya Ungkap Masalah Ekonomi RI Sebenarnya. Liputan6.com, Jakarta - Menteri Keuangan Purbaya Yudhi Sadewa menegaskan program prioritas pemerintah seperti Makan Bergizi Gratis (MBG) dan Koperasi Desa Merah Putih tidak mengancam kesehatan fiskal negara. Namun, Purbaya mengatakan kekhawatiran tersebut tidak sepenuhnya tepat.",netral,0.653
0ce0bb411289,Detik,2026-06-04,https://food.detik.com/info-kuliner/d-8517239/prabowo-soroti-ukuran-lauk-mbg-ini-bedanya-ayam-potong-8-12-hingga-14,"Prabowo Soroti Ukuran Lauk MBG, Ini Bedanya Ayam Potong 8, 12 hingga 14","Prabowo Soroti Ukuran Lauk MBG, Ini Bedanya Ayam Potong 8, 12 hingga 14. Pernyataan Presiden Prabowo terkait potongan ayam untuk menu MBG menarik perhatian. Ada banyak potongan ayam yang umum digunakan dalam industri kuliner.",netral,0.654
e9ee3a5f3dec,Suara,2026-06-05,https://www.suara.com/news/2026/06/05/132502/bgn-alihkan-jatah-mbg-dari-sekolah-elite-ke-wilayah-3t-nanik-fokus-perbaiki-kualitas,"BGN Alihkan Jatah MBG dari Sekolah Elite ke Wilayah 3T, Nanik: Fokus Perbaiki Kualitas","BGN Alihkan Jatah MBG dari Sekolah Elite ke Wilayah 3T, Nanik: Fokus Perbaiki Kualitas. - BGN mengalihkan fokus Program Makan Bergizi Gratis dari sekolah elit ke wilayah tertinggal, terdepan, dan terluar. - Strategi tahun 2026 ini memprioritaskan peningkatan kualitas layanan dan efektivitas anggaran daripada sekadar mengejar target jumlah penerima manfaat.",positif,0.6574
b998c2e049e4,Detik,2026-04-29,https://news.detik.com/bangun-indonesia/d-8466805/didampingi-luthfi-prabowo-tinjau-mbg-revitalisasi-sekolah-di-cilacap,"Didampingi Luthfi, Prabowo Tinjau MBG & Revitalisasi Sekolah di Cilacap","Didampingi Luthfi, Prabowo Tinjau MBG & Revitalisasi Sekolah di Cilacap. Berdasarkan tinjauannya, progam MBG berjalan dengan baik dan lancar. Bahkan, sejumlah siswa memberikan respons positif terhadap program tersebut.",positif,0.6582
293f78ed05c1,CNN Indonesia,2026-06-05,https://www.cnnindonesia.com/nasional/20260605141548-12-1365724/kejagung-vendor-motor-listrik-bgn-tak-punya-dealer-dan-bengkel,Kejagung: Vendor Motor Listrik BGN Tak Punya Dealer dan Bengkel,Kejagung: Vendor Motor Listrik BGN Tak Punya Dealer dan Bengkel. Kejagung: Vendor Motor Listrik BGN Tak Punya Dealer dan Bengkel Kejaksaan Agung (Kejagung) menyebut ada banyak kejanggalan terhadap perusahaan vendor penyedia motor listrik untuk Badan Gizi Nasional (BGN) saat dipimpin Dadan Hindayana Cs. Direktur Penyidikan Jaksa Agung Muda Bidang Tindak Pidana Khusus Syarief Sulaeman Nahdi mengatakan pengadan motor listrik untuk BGN itu dilakukan oleh PT Yasa Artha Trimanunggal (YAT).,negatif,0.6604
19134454cdb9,Detik,2026-06-02,https://news.detik.com/foto-news/d-8515287/potret-nanik-s-deyang-kepala-bgn-baru-pengganti-dadan,"Potret Nanik S Deyang, Kepala BGN Baru Pengganti Dadan","Potret Nanik S Deyang, Kepala BGN Baru Pengganti Dadan. Jakarta - Prabowo menunjuk Nanik S Deyang sebagai Kepala BGN yang baru. Nanik menggantikan Dadan Hindayana yang dicopot dari jabatannya.",netral,0.6613
8af593836666,Tempo,2026-06-03,https://www.tempo.co/arsip/mantan-kepala-bgn-dadan-hindayana-ditahan-kejaksaan-agung-2217795,Mantan Kepala BGN Dadan Hindayana Ditahan Kejaksaan Agung | tempo.co,"Mantan Kepala BGN Dadan Hindayana Ditahan Kejaksaan Agung | tempo.co. Kejaksaan Agung menagan Mantan Kepala Badan Gizi Nasional (BGN) Dadan Hindayana. Selain Dadan, Kejaksaan juga menahan mantan Wakil Kepala Badan Gizi Nasional (BGN) Sony Sonjaya dan Lodewyk Pusung.",negatif,0.6661
38b394f869f3,Antara,2026-06-05,https://www.antaranews.com/berita/5596187/satgas-mbg-usut-penyebab-keracunan-siswa-di-bangkalan,Satgas MBG usut penyebab keracunan siswa di Bangkalan,"Satgas MBG usut penyebab keracunan siswa di Bangkalan. Bangkalan (ANTARA) - Satuan Tugas (Satgas) program Makan Bergizi Gratis (MBG) Bangkalan, Jawa Timur mengusut insiden keracunan massal yang menimpa siswa SMA Negeri 1 Kokop. ""Kami telah melakukan investigasi mendalam dengan meminta keterangan kepada para korban dan mengamankan sampel makanan,"" kata Ketua Satgas MBG Bangkalan Bambang Budi Mustika di Bangkalan, Jumat.",negatif,0.6692
f4907d166e6a,Tempo,2026-05-09,https://www.tempo.co/prelude/surat-siswa-sd-makan-bergizi-gratis-2134783,Takut Makan Bergizi Gratis,"Takut Makan Bergizi Gratis. DALAM suratnya kepada Presiden Prabowo Subianto, Myscha mempertanyakan realisasi makan bergizi gratis (MBG) di Sekolah Dasar Inpres Compang Ngeles di Manggarai Timur, Nusa Tenggara Timur. Berlangganan Tempo+ untuk membaca cerita lengkapnyaSudah Berlangganan?",negatif,0.6694
